batch_idx,avg_score,loss
100,54.3922004699707,-17.857084274291992
200,58.96549987792969,-10.31079387664795
300,62.62399673461914,-11.717504501342773
400,64.9124984741211,-8.466838836669922
500,66.65829467773438,-4.944612503051758
600,69.84479522705078,-6.306511402130127
700,71.50899505615234,-5.770297527313232
800,73.4656982421875,-6.017956256866455
900,73.5811996459961,-5.8592000007629395
1000,76.3301010131836,-5.309558391571045
1100,78.13059997558594,-4.6196770668029785
1200,79.02249908447266,-5.6707282066345215
1300,79.24829864501953,-7.089441299438477
1400,81.21279907226562,-5.709844589233398
1500,81.6084976196289,-5.049278736114502
1600,82.25509643554688,-5.5420637130737305
1700,82.89720153808594,-5.322741985321045
1800,84.56649780273438,-5.011792182922363
1900,84.43080139160156,-6.617971897125244
2000,84.4241943359375,-4.1161041259765625
2100,86.69839477539062,-5.25467586517334
2200,87.8335952758789,-6.185013771057129
2300,87.54740142822266,-6.629472255706787
2400,88.03949737548828,-6.790011405944824
2500,88.65750122070312,-5.507544994354248
2600,89.56079864501953,-6.658334255218506
2700,89.88259887695312,-4.6173810958862305
2800,90.77410125732422,-5.934106826782227
2900,91.22789764404297,-5.277283191680908
3000,91.75479888916016,-6.1294403076171875
3100,91.1791000366211,-4.151852130889893
3200,92.15039825439453,-5.517423152923584
3300,92.6156997680664,-6.953159809112549
3400,92.41739654541016,-6.322916030883789
3500,93.58929443359375,-5.5838446617126465
3600,93.08580017089844,-6.287198543548584
3700,94.43509674072266,-6.676103115081787
3800,93.91089630126953,-6.45062255859375
3900,94.74589538574219,-6.802537441253662
4000,95.39640045166016,-5.100911617279053
4100,95.71419525146484,-5.582041263580322
4200,95.2573013305664,-5.295144557952881
4300,96.3781967163086,-5.516745090484619
4400,96.16809844970703,-4.810953140258789
4500,96.2273941040039,-4.45771598815918
4600,96.36470031738281,-4.816021919250488
4700,96.9771957397461,-5.939643859863281
4800,98.11000061035156,-5.034246921539307
4900,97.75679779052734,-4.737860679626465
5000,97.77119445800781,-5.217963695526123
5100,96.593994140625,-4.47784948348999
5200,98.3125,-5.397380352020264
5300,98.78450012207031,-5.852487087249756
5400,98.39049530029297,-4.954930782318115
5500,99.15149688720703,-5.849026203155518
5600,99.72010040283203,-4.20599889755249
5700,99.31529998779297,-4.108743190765381
5800,99.63809967041016,-4.041813850402832
5900,99.2677993774414,-4.869235038757324
6000,100.71309661865234,-4.534767150878906
6100,99.90789794921875,-5.02285623550415
6200,101.5542984008789,-3.568467855453491
6300,101.8759994506836,-4.783913612365723
6400,102.3208999633789,-4.638985633850098
6500,102.58529663085938,-4.6888346672058105
6600,103.52249908447266,-4.211153030395508
6700,103.2522964477539,-3.8452670574188232
6800,103.51919555664062,-4.636672019958496
6900,103.66449737548828,-4.261955738067627
7000,104.40570068359375,-4.17319917678833
7100,103.96709442138672,-4.050135135650635
7200,104.34320068359375,-4.0782294273376465
7300,104.52079772949219,-4.121426582336426
7400,104.91230010986328,-4.164443016052246
7500,105.50889587402344,-4.980933666229248
7600,105.7803955078125,-4.161188125610352
7700,106.05680084228516,-5.191938877105713
7800,105.71640014648438,-3.7153406143188477
7900,105.26519775390625,-4.755542278289795
8000,105.80819702148438,-3.996919870376587
8100,106.25019836425781,-3.58193039894104
8200,107.00849914550781,-5.592687129974365
8300,105.99539947509766,-4.7742109298706055
8400,106.04850006103516,-5.71988582611084
8500,106.77729797363281,-3.730191230773926
8600,106.93479919433594,-4.147943496704102
8700,107.62870025634766,-5.002566337585449
8800,107.11319732666016,-5.381280422210693
8900,106.65259552001953,-4.337802410125732
9000,106.60419464111328,-3.9608616828918457
9100,107.46839904785156,-3.8156909942626953
9200,107.40129852294922,-4.4156646728515625
9300,108.0635986328125,-5.026887893676758
9400,107.69609832763672,-5.037932395935059
9500,108.07659912109375,-3.561781883239746
9600,108.26619720458984,-3.343229293823242
9700,109.15489959716797,-4.634925842285156
9800,108.831298828125,-4.244945049285889
9900,109.22369384765625,-2.8088393211364746
10000,109.8782958984375,-4.179485321044922
10100,108.9428939819336,-4.355513095855713
10200,109.07709503173828,-4.592493057250977
10300,110.34329986572266,-5.554466247558594
10400,110.14989471435547,-4.371551036834717
10500,110.89019775390625,-2.81740140914917
10600,110.96039581298828,-4.781243324279785
10700,111.63389587402344,-4.705942630767822
10800,110.60049438476562,-5.649027347564697
10900,112.75309753417969,-5.2904253005981445
11000,112.75,-4.163122653961182
11100,112.58480072021484,-4.615067005157471
11200,112.66459655761719,-4.634984493255615
11300,112.09970092773438,-4.314460277557373
11400,112.54629516601562,-4.348679542541504
11500,113.22879791259766,-4.84592342376709
11600,114.0728988647461,-5.434307098388672
11700,113.9468002319336,-5.6650800704956055
11800,113.83689880371094,-3.9825057983398438
11900,113.8228988647461,-4.8177008628845215
12000,113.76239776611328,-3.7673120498657227
12100,113.88079833984375,-4.696468830108643
12200,114.56559753417969,-5.520944595336914
12300,113.81099700927734,-4.075976371765137
12400,115.61639404296875,-5.1304545402526855
12500,115.2761001586914,-5.473250865936279
12600,114.9552993774414,-4.498392105102539
12700,114.91949462890625,-4.100593566894531
12800,114.47570037841797,-3.4063260555267334
12900,115.28839874267578,-4.8502044677734375
13000,116.35369873046875,-5.853241920471191
13100,115.0385971069336,-4.923011779785156
13200,115.92489624023438,-5.135943412780762
13300,116.13789367675781,-5.425074100494385
13400,116.54889678955078,-4.898118019104004
13500,117.63629913330078,-5.603729724884033
13600,116.11409759521484,-5.38683557510376
13700,115.90789794921875,-5.468899250030518
13800,116.74150085449219,-5.483941078186035
13900,116.58329772949219,-3.726928472518921
14000,116.75180053710938,-6.26560640335083
14100,116.51969909667969,-4.859072685241699
14200,117.05509948730469,-5.144933700561523
14300,118.2625961303711,-4.925555229187012
14400,117.9135971069336,-5.646667003631592
14500,117.7166976928711,-5.242784023284912
14600,117.40019989013672,-4.8318305015563965
14700,118.30299377441406,-5.699560642242432
14800,117.73899841308594,-6.4175944328308105
14900,117.37939453125,-5.158406734466553
15000,118.57859802246094,-4.719801425933838
15100,117.94300079345703,-4.719743728637695
15200,118.51909637451172,-5.791961669921875
15300,118.93229675292969,-4.67080020904541
15400,118.73209381103516,-5.669739723205566
15500,118.81739807128906,-5.221859931945801
15600,119.34969329833984,-5.4695539474487305
15700,118.40999603271484,-5.026430130004883
15800,118.40379333496094,-4.543372631072998
15900,119.760498046875,-4.70117712020874
16000,119.63359832763672,-5.798966407775879
16100,119.52969360351562,-4.200029373168945
16200,120.04660034179688,-4.100311279296875
16300,118.97100067138672,-5.40539026260376
16400,120.28999328613281,-5.738964557647705
16500,120.04999542236328,-4.805513381958008
16600,119.37479400634766,-4.529644966125488
16700,120.4822998046875,-5.906996250152588
16800,120.50869750976562,-5.696943759918213
16900,120.46099853515625,-4.974362373352051
17000,120.15339660644531,-5.234729766845703
17100,119.25969696044922,-5.043248176574707
17200,120.09029388427734,-5.602295398712158
17300,120.69349670410156,-5.134653568267822
17400,121.19169616699219,-5.421784400939941
17500,121.3333969116211,-4.607759475708008
17600,120.91649627685547,-5.127532482147217
17700,120.9074935913086,-6.1193437576293945
17800,121.4502944946289,-5.347802639007568
17900,121.73859405517578,-5.546099662780762
18000,120.37519836425781,-5.349715232849121
18100,122.11499786376953,-5.498524188995361
18200,121.45039367675781,-4.514110088348389
18300,121.01599884033203,-5.756993770599365
18400,120.6741943359375,-4.445594310760498
18500,120.49299621582031,-6.109220504760742
18600,121.76829528808594,-6.603951454162598
18700,121.36419677734375,-5.6006622314453125
18800,121.77179718017578,-4.871976375579834
18900,122.3075942993164,-4.219512462615967
19000,120.5261001586914,-5.126267910003662
19100,121.5625,-3.7824947834014893
19200,122.2721939086914,-5.183744430541992
19300,122.21619415283203,-4.345479965209961
19400,121.7366943359375,-4.9542717933654785
19500,121.95849609375,-5.123243808746338
19600,122.00599670410156,-3.988553762435913
19700,121.71769714355469,-5.584013938903809
19800,121.84119415283203,-3.3684561252593994
19900,122.4020004272461,-4.033714294433594
20000,122.57999420166016,-4.429825782775879
20100,121.93729400634766,-4.948357105255127
20200,122.02439880371094,-5.1162638664245605
20300,122.18079376220703,-5.898219585418701
20400,121.9833984375,-5.1822638511657715
20500,121.96589660644531,-4.841212272644043
20600,122.15249633789062,-4.316378116607666
20700,121.99449920654297,-4.68625545501709
20800,122.6741943359375,-5.374422073364258
20900,122.43179321289062,-5.269133567810059
21000,122.14169311523438,-5.023510932922363
21100,122.35189819335938,-5.295478820800781
21200,122.2155990600586,-5.281838893890381
21300,121.93009948730469,-6.211838722229004
21400,122.53910064697266,-5.5828375816345215
21500,122.81669616699219,-5.236604690551758
21600,122.40029907226562,-5.623085021972656
21700,123.02589416503906,-4.421341896057129
21800,123.2145004272461,-5.1013031005859375
21900,123.50609588623047,-4.762885093688965
